,imm,imm1,imm2,imm_gen,ethnicity,gender,agr1,con1,ext1,ope1,sta1,agr2,con2,ext2,ope2,sta2,agr3,con3,ext3,ope3,sta3
24,0,0,0,3,1,1,0.587229498,-0.01966375,0.270565013,0.414766411,-0.841007639,0.240267883,-0.170333043,-0.075544518,0.253151545,-0.952197086,-0.23524841,-0.197237502,-0.362570029,-0.233751021,-0.89898787
25,0,0,0,3,1,1,-0.19510058,-0.634994884,0.896822193,0.486697491,0.890777075,-0.756708969,-0.72518609,-0.156291511,0.175347343,-0.215500124,-0.580544287,-0.460477027,-0.186527076,0.563113029,-0.006935984
26,0,0,0,3,1,1,0.93629664,0.82114993,0.97661055,0.780060513,1.072112044,0.559869381,0.416118065,0.753046676,0.687294557,0.562475411,0.808414185,1.113126237,1.028542698,1.19286655,0.264121232
27,0,0,0,3,1,1,0.303820634,1.279066247,0.940468474,1.629101705,1.444162656,-0.56222301,-0.173048006,0.119524455,0.768558205,1.114585517,-0.660533704,0.473312203,0.781578616,1.039789213,1.20107877
28,0,0,0,3,1,1,-0.885627001,-0.5962519,0.530500223,-0.111522023,-0.155803202,-0.570232667,-0.672197689,-0.071122556,0.056633063,-0.492548985,-1.300571271,-1.23586244,-1.16864243,-0.671660005,-1.012659449
29,0,0,0,3,1,1,0.624884337,0.854490524,0.232696446,1.214873709,0.986503136,0.204416737,0.588935499,0.086186252,0.858243888,0.505448576,0.593124078,0.528920784,-0.074744404,1.113962195,0.275841543
30,0,0,0,3,1,1,0.691808403,1.497683901,0.786655616,1.637897314,1.005832708,0.718475989,1.241539304,0.862837753,1.777746836,1.22223309,0.032348951,1.405692768,0.855397315,1.547680101,1.052205734
31,0,0,0,3,1,1,0.790095645,0.389404417,0.37598424,0.928079463,0.174613955,0.979521707,-0.141191754,-1.051936739,0.408520535,-1.653807207,0.345653097,0.212890424,-1.863838303,0.07126236,-1.869775792
32,0,0,0,3,1,1,0.487340075,-0.045120384,0.746112343,0.916125022,-0.79764329,0.784423868,-0.359909307,0.399667447,0.961583474,-1.835455611,0.632157886,0.687885439,0.716746539,0.899078544,-0.919986399
33,0,0,0,3,1,1,-0.247376932,-0.480058981,-0.262441553,0.011727704,-0.148507838,-0.280893983,-0.297532352,-0.040193378,0.104125097,-0.643167707,-0.293620671,-0.513259699,-0.540778602,-0.024127469,-1.09737933
34,0,0,0,3,1,1,-0.672965977,0.116867604,0.132185944,0.821405817,0.816937509,-0.475217403,-0.194354883,-1.613042948,0.584988422,-0.375213683,0.364272269,0.219268312,-1.442566427,1.138585759,-0.253250739
35,0,0,0,3,1,1,-0.09702401,-0.871112306,-0.754962402,0.174602254,-1.396173786,-0.442660587,-0.784636921,-0.664380098,0.089429186,-2.304486817,-0.227427804,-0.41596125,-1.374183314,-0.126145792,-2.68678285
36,0,0,0,3,1,1,0.366497098,-0.124821786,-0.968983344,0.015226623,-0.555415542,-0.543879185,0.069195307,-1.126607269,-0.137030619,-0.248814959,0.138711199,0.458567882,-0.128885678,0.302078413,0.206450229
37,0,0,0,3,1,1,-0.854449736,-0.391670552,0.427505007,0.124282469,-0.326521965,-0.776383475,-0.140519594,0.61318719,0.570768766,-0.501350137,-0.233339283,-0.646225307,-0.750649716,0.29091503,-1.353896292
